200	3	14
1	0.03	0.01
1	1	1	17	4	5	1	3
2	4	1	14	8	3	3	2
3	2	1	7	5	6	2	4
4	4	2	19	2	3	0	4
5	1	3	13	4	6	0	3
6	4	4	7	8	4	3	1
7	0	5	4	8	2	3	4
8	2	5	3	5	7	1	4
9	4	6	3	8	5	0	1
10	0	7	10	6	5	2	3
11	4	8	12	5	4	2	3
12	3	9	8	3	6	1	1
13	0	10	5	3	6	0	2
14	4	10	16	2	7	2	4
15	2	11	16	5	5	2	2
16	4	11	15	8	4	0	1
17	3	11	13	8	6	0	2
18	4	12	20	8	4	1	3
19	3	13	18	8	7	1	4
20	2	13	17	8	3	1	2
21	1	13	13	8	3	1	4
22	3	13	9	7	2	3	1
23	2	13	4	3	3	0	1
24	4	14	11	4	5	3	4
25	4	15	8	3	7	3	1
26	0	15	6	5	3	1	4
27	3	16	15	2	3	2	1
28	2	16	18	7	4	3	2
29	2	16	14	7	5	1	3
30	4	16	8	7	4	0	4
31	4	16	21	4	5	1	2
32	4	17	9	4	7	1	4
33	0	18	21	5	5	0	1
34	3	18	12	5	3	2	2
35	1	18	12	5	2	1	1
36	1	19	5	8	7	1	4
37	4	19	6	5	2	3	1
38	1	20	15	6	5	0	3
39	2	20	18	5	7	0	2
40	1	21	19	7	2	3	3
41	3	21	1	3	2	3	2
42	0	21	9	4	4	1	3
43	0	21	3	2	6	3	2
44	1	21	1	4	3	2	2
45	2	22	6	7	3	2	3
46	0	22	11	2	6	2	2
47	1	23	13	6	7	2	1
48	1	23	3	5	3	0	2
49	4	24	11	8	5	1	3
50	3	25	20	3	5	2	1
51	1	26	19	6	3	1	3
52	0	26	19	6	3	1	3
53	1	27	19	7	6	2	2
54	2	28	8	3	6	3	2
55	4	28	14	2	7	2	2
56	4	29	17	5	7	2	4
57	3	29	7	7	6	2	4
58	3	30	8	3	7	1	1
59	4	31	17	3	3	2	2
60	2	32	18	6	7	3	3
61	0	33	20	4	6	3	4
62	1	34	15	2	7	2	3
63	4	35	16	5	5	0	1
64	0	35	16	3	4	1	2
65	0	36	2	2	7	1	3
66	3	37	20	7	2	3	1
67	4	37	15	8	6	0	1
68	3	38	10	2	6	2	1
69	4	39	10	8	6	3	2
70	1	39	14	3	4	2	4
-1
