200	3	14
1	0.03	0.01
1	2	1	7	4	2	2	3
2	2	1	9	8	7	0	2
3	1	1	19	4	4	2	1
4	1	1	15	8	2	2	2
5	1	2	9	8	4	0	1
6	2	3	6	6	4	3	4
7	2	3	13	7	3	1	3
8	2	3	7	4	7	1	2
9	2	4	8	7	2	3	1
10	2	5	17	3	4	2	1
11	1	6	17	5	3	0	3
12	3	7	3	5	4	2	3
13	1	7	17	5	5	3	2
14	4	8	19	5	5	3	2
15	3	8	13	3	7	1	2
16	2	8	18	5	4	0	4
17	4	9	9	2	5	2	3
18	2	10	1	3	5	1	1
19	3	11	19	5	5	0	3
20	4	12	9	3	5	1	4
21	0	13	14	3	3	2	2
22	0	14	11	8	3	0	1
23	0	15	16	4	2	0	4
24	2	15	21	2	5	3	1
25	0	15	21	7	2	1	2
26	1	16	21	8	2	1	3
27	3	16	10	3	6	1	1
28	2	17	11	5	6	0	3
29	2	17	17	2	2	1	1
30	2	17	6	3	7	1	2
31	2	18	2	5	6	2	2
32	2	18	13	8	3	0	1
33	2	19	9	2	2	2	2
34	3	19	12	2	2	1	2
35	3	20	17	4	2	2	2
36	0	20	16	3	2	2	4
37	4	21	5	2	6	2	2
38	4	21	5	6	4	3	4
39	3	22	3	2	3	3	3
40	4	22	3	7	4	2	3
41	1	22	13	4	2	0	1
42	1	23	3	2	4	3	4
43	3	23	1	3	6	3	3
44	3	24	17	6	3	3	2
45	3	24	4	2	6	3	3
46	3	25	15	4	5	3	4
47	4	26	1	3	4	2	3
48	1	27	16	2	7	0	3
49	3	27	3	6	6	1	3
50	3	28	10	4	7	0	4
51	2	29	21	7	2	3	3
52	3	29	12	4	5	0	2
53	0	29	21	3	3	2	3
54	3	30	18	8	6	2	2
55	4	30	18	2	6	2	2
56	1	30	5	4	6	2	3
57	2	30	20	5	6	2	1
58	3	31	10	6	2	2	3
59	4	31	17	8	3	2	4
60	0	32	2	2	6	2	1
61	2	33	16	4	3	3	1
62	0	33	19	8	6	2	2
63	4	33	9	8	7	3	4
64	0	33	11	3	4	1	4
65	1	33	5	7	7	0	4
66	1	33	11	6	4	0	1
67	3	33	6	5	2	2	2
68	2	33	20	6	2	2	4
69	4	34	8	3	6	3	4
70	3	35	21	4	7	3	2
71	0	36	9	5	4	0	1
72	0	36	8	7	4	2	4
73	1	36	20	5	4	3	4
74	0	37	2	3	5	3	3
75	0	37	19	4	4	0	1
76	2	37	13	5	2	0	2
77	4	37	10	5	2	1	3
78	0	37	18	7	6	3	1
79	4	37	2	2	4	1	1
80	3	37	1	2	3	1	1
81	0	37	6	6	2	3	4
82	4	37	11	8	3	1	1
83	1	38	2	7	5	3	3
84	0	39	15	5	3	3	2
85	1	39	13	4	2	2	1
86	0	40	1	4	7	3	3
87	0	41	20	6	6	0	3
88	1	42	3	8	5	0	2
