200	3	14
1	0.03	0.01
1	4	1	21	4	4	3	2
2	4	1	14	8	4	3	2
3	2	1	16	3	7	1	1
4	1	1	16	5	3	0	4
5	1	2	12	8	3	1	1
6	4	2	12	6	5	1	3
7	3	2	2	6	5	1	4
8	1	3	10	4	2	2	3
9	1	4	11	5	4	0	4
10	2	4	13	4	5	0	2
11	3	4	2	7	2	2	3
12	1	5	18	5	2	2	1
13	0	6	14	5	7	2	3
14	1	6	20	4	2	1	4
15	3	7	20	3	3	3	3
16	4	7	15	8	4	1	3
17	1	8	5	5	3	3	4
18	2	9	12	6	5	3	2
19	1	10	8	7	7	0	1
20	3	11	5	7	4	0	3
21	2	11	7	8	5	3	2
22	4	12	14	6	5	0	2
23	3	12	20	8	7	3	4
24	4	12	21	5	4	2	1
25	2	12	13	8	2	3	4
26	2	13	5	4	3	2	1
27	3	13	1	6	3	1	1
28	1	14	15	3	7	2	4
29	4	15	5	8	4	3	1
30	2	16	4	6	6	2	2
31	1	17	5	5	4	2	1
32	2	18	9	8	4	1	2
33	3	19	18	3	2	0	2
34	1	20	15	2	2	0	2
35	1	21	19	4	7	3	3
36	4	21	17	5	4	2	4
37	4	22	21	4	6	2	4
38	0	22	19	7	7	0	2
39	4	23	6	2	5	0	2
40	0	23	9	2	2	1	2
41	2	23	6	4	5	1	4
42	3	24	7	2	5	0	2
43	0	24	19	2	6	1	1
44	2	24	21	3	3	1	3
45	2	25	17	6	4	3	3
46	1	26	12	4	2	3	2
47	3	26	2	3	3	0	4
48	2	27	18	6	7	3	4
49	2	27	4	2	3	1	3
50	3	28	6	6	4	2	2
51	3	28	5	6	2	1	1
52	0	28	9	2	2	3	2
53	2	28	2	5	3	3	2
54	4	29	2	6	3	0	1
55	0	29	17	5	2	1	4
56	0	29	6	3	4	1	4
57	2	29	11	6	4	1	1
58	1	29	3	3	2	3	2
59	2	29	1	4	6	0	4
60	1	30	12	5	4	0	4
61	4	30	16	2	7	3	1
62	4	31	1	2	6	0	3
63	4	32	15	3	2	1	4
64	4	33	12	2	2	1	2
65	3	34	10	8	5	2	4
66	2	34	12	7	4	3	3
67	0	34	19	8	3	0	4
68	4	34	8	3	7	3	3
69	4	34	11	3	4	0	4
70	2	34	6	6	6	3	3
71	3	34	20	3	4	3	2
72	3	34	19	3	7	1	4
73	2	35	4	5	2	1	3
74	1	36	18	7	4	0	3
75	0	37	10	3	7	3	3
76	2	37	4	6	2	1	3
77	1	37	18	5	7	0	2
78	0	38	14	4	2	3	1
79	3	39	14	4	7	0	2
80	1	40	21	5	2	3	4
81	0	41	2	6	2	2	3
82	2	42	2	4	6	2	1
83	0	42	4	3	5	3	1
84	4	42	19	2	6	1	4
85	0	43	18	3	2	1	4
86	0	44	16	8	7	0	3
87	2	44	15	3	3	3	3
88	2	44	17	6	2	1	2
89	2	44	12	3	5	2	1
90	1	44	13	8	5	3	2
91	3	45	19	8	3	3	1
92	2	46	9	4	2	3	2
93	3	46	5	7	2	2	4
94	4	47	13	7	6	0	2
95	4	48	15	8	6	3	2
96	2	49	21	5	4	1	2
97	2	49	18	5	6	3	4
98	3	50	17	2	5	2	4
99	1	50	7	6	3	1	4
100	0	50	17	4	2	0	2
-1
