200	3	14
1	0.03	0.01
1	3	1	10	8	6	0	4
2	1	1	7	7	4	0	1
3	4	1	10	4	6	3	2
4	3	1	4	6	3	2	1
5	0	1	16	4	5	2	2
6	3	1	20	8	6	1	1
7	4	2	21	3	3	2	4
8	2	2	9	6	4	2	4
9	2	3	9	5	5	1	2
10	0	3	3	3	7	1	4
11	0	3	14	2	4	0	3
12	1	3	8	2	3	3	1
13	1	3	9	2	7	3	2
14	4	3	5	2	7	1	3
15	2	4	2	3	4	2	2
16	1	5	7	4	2	3	4
17	0	6	2	8	4	0	4
18	3	6	7	4	6	2	3
19	3	7	17	3	6	3	4
20	2	7	11	4	2	0	3
21	1	7	20	4	2	3	2
22	3	8	21	8	3	2	1
23	0	9	14	7	6	3	2
24	1	9	16	7	7	3	3
25	3	9	20	4	4	1	1
26	2	9	8	4	6	3	1
27	2	9	12	4	3	3	1
28	1	10	7	7	3	0	3
29	1	11	9	4	7	1	3
30	3	11	7	5	3	2	3
31	1	11	20	8	7	3	4
32	1	12	15	3	6	3	4
33	1	12	16	2	5	0	1
34	2	12	16	7	7	2	3
35	0	12	16	6	5	1	1
36	4	13	3	8	4	0	2
37	1	13	19	8	2	2	4
38	2	13	18	2	3	1	3
39	3	14	17	8	4	1	2
40	4	15	15	5	2	3	1
41	2	15	19	5	2	3	3
42	2	16	11	2	5	3	3
43	1	16	11	3	6	1	1
44	0	16	15	4	7	2	3
45	0	17	4	3	5	2	1
46	4	18	21	2	7	0	4
47	2	19	18	6	5	3	1
48	1	19	18	2	5	2	1
49	0	19	21	3	4	3	4
50	3	20	19	2	6	2	4
51	4	21	1	7	7	0	2
52	1	22	11	8	6	0	4
53	4	22	18	2	5	0	3
54	4	22	20	3	2	1	1
55	3	22	13	4	7	3	4
56	3	22	20	3	4	0	2
57	2	23	12	5	6	2	3
58	4	24	15	5	4	3	3
59	1	25	3	7	3	2	2
60	1	26	18	6	6	0	4
61	0	27	19	4	6	0	4
62	4	28	2	4	2	3	4
63	3	28	16	6	5	0	1
64	1	28	6	8	5	3	2
65	3	29	21	3	6	0	2
66	3	30	20	3	6	3	2
67	0	30	8	5	4	3	4
68	4	31	15	3	6	3	4
69	3	32	11	6	2	0	1
70	2	33	20	4	4	0	3
71	4	34	1	6	7	3	1
72	4	35	9	2	4	3	3
73	2	36	5	4	4	0	1
74	4	37	19	7	2	2	2
75	0	37	15	5	7	0	3
76	3	38	18	8	6	0	1
77	1	39	17	6	5	2	2
78	3	40	13	3	5	0	3
79	2	41	15	3	2	0	1
80	1	42	16	3	3	0	1
81	4	43	2	8	3	2	4
82	2	44	4	4	5	2	4
83	3	45	1	6	3	1	1
84	3	46	10	2	7	0	2
85	4	46	14	6	3	3	2
86	4	47	3	4	6	1	2
87	0	48	14	8	3	1	2
88	1	49	10	7	3	2	1
89	1	50	17	8	3	1	4
90	0	51	6	2	4	3	1
91	2	51	9	7	2	2	2
92	3	51	7	2	6	2	1
93	4	51	12	6	2	0	1
94	1	52	11	7	2	0	4
95	4	53	10	5	3	0	4
96	2	53	18	6	4	0	2
97	3	54	20	5	3	0	3
98	4	54	14	6	4	3	4
99	2	54	19	8	6	1	1
100	4	54	9	2	3	3	1
101	3	54	13	2	3	2	4
102	0	55	21	5	2	1	4
103	4	55	13	8	7	0	1
104	4	55	5	8	4	3	2
105	1	56	18	6	7	3	2
106	3	57	14	4	3	2	1
107	1	57	18	2	4	0	4
108	2	57	12	3	7	1	2
109	4	57	21	3	7	0	3
110	3	58	12	6	2	0	2
111	1	58	14	4	5	2	1
112	3	58	18	6	3	3	4
113	3	59	8	4	7	2	4
114	0	59	4	5	3	1	2
115	1	60	19	5	7	1	2
116	4	61	12	7	5	1	2
117	3	61	9	7	2	2	4
118	3	62	6	4	4	0	4
119	0	62	11	8	5	2	1
120	3	62	11	6	2	3	1
121	3	62	18	7	2	2	2
122	3	63	18	4	2	1	3
123	4	64	2	2	7	0	2
124	2	65	13	7	3	3	1
125	0	66	7	7	3	1	4
126	3	67	18	4	4	1	4
127	1	67	5	2	4	2	2
128	2	68	15	5	4	3	1
129	3	68	8	7	6	1	3
130	2	68	11	2	2	3	4
131	4	69	20	5	2	2	3
132	4	70	7	3	7	3	3
133	0	70	9	3	5	3	3
134	3	71	20	5	5	0	2
135	0	71	16	4	3	3	1
136	3	71	5	4	2	0	1
137	0	71	13	3	3	1	4
138	3	72	17	3	4	3	4
139	4	72	1	6	4	2	4
140	2	73	21	3	5	0	3
141	3	74	16	2	5	2	1
142	1	75	7	5	6	1	4
143	3	75	12	4	3	1	2
144	1	76	17	4	6	3	1
145	0	77	17	5	2	1	3
146	0	78	2	2	7	0	2
147	3	79	4	6	7	1	4
148	2	80	19	8	2	3	4
149	0	80	11	2	4	3	1
150	1	80	16	2	5	2	4
151	4	81	21	8	3	2	4
152	1	82	18	6	3	0	2
153	2	82	1	5	2	1	2
154	2	82	12	8	6	0	2
155	0	82	16	6	4	0	1
156	3	82	5	7	6	3	1
157	2	83	17	7	4	3	3
158	4	84	3	2	3	3	2
159	3	84	9	3	5	0	2
160	3	85	20	4	6	3	2
161	2	85	17	7	3	1	3
162	0	85	19	7	4	2	2
163	1	86	12	7	5	2	3
164	2	87	15	7	6	0	2
165	0	88	10	4	7	3	4
166	1	89	19	4	3	1	1
167	1	90	10	4	6	1	1
168	2	90	5	7	4	3	1
169	3	91	10	4	4	0	4
170	4	92	6	5	4	2	3
171	0	92	5	8	2	1	4
172	2	93	9	5	3	3	4
173	3	94	19	5	5	2	3
174	0	94	20	2	4	2	1
175	1	94	16	7	4	0	2
176	4	95	9	4	6	2	4
177	0	95	11	5	6	0	3
178	3	96	10	7	4	2	4
179	2	96	10	8	5	1	3
180	0	96	17	5	3	2	3
181	3	96	11	3	4	0	4
182	3	96	2	8	7	1	4
183	1	97	17	4	4	0	3
184	2	98	4	4	7	1	3
185	3	98	21	7	6	3	4
186	0	98	2	3	7	0	4
187	3	99	7	4	3	1	3
188	2	100	20	8	5	2	4
189	2	101	20	7	7	2	3
190	3	101	11	5	7	1	4
191	4	102	7	5	5	2	4
192	1	103	13	4	6	2	2
193	1	104	1	2	6	2	4
194	0	105	20	8	5	1	2
195	2	105	1	3	5	3	3
196	2	105	21	2	4	3	3
197	1	105	11	3	2	3	4
198	1	105	16	8	5	1	1
199	4	105	17	5	5	1	1
200	1	105	2	2	3	3	1
-1
