250	3	60
1	0.03	0.01
1	1	1	6	6	6	2	2
2	2	2	18	7	7	1	2
3	1	2	19	2	5	3	2
4	1	3	17	3	2	0	2
5	1	3	19	6	2	2	2
6	2	4	12	2	4	2	2
7	2	4	19	4	2	2	2
8	0	5	7	2	5	2	2
9	2	6	12	4	5	0	2
10	2	7	21	8	2	0	2
11	1	7	20	5	5	0	2
12	1	7	2	8	5	2	2
13	2	7	17	7	3	0	2
14	2	8	1	6	5	2	2
15	2	9	15	7	3	1	2
16	5	9	20	3	3	0	2
17	0	9	5	8	2	3	2
18	0	10	11	3	3	0	2
19	2	10	10	7	6	3	2
20	0	11	20	4	5	0	2
21	1	11	16	5	3	2	2
22	5	12	16	5	3	0	2
23	2	13	6	4	3	1	2
24	0	14	18	2	5	2	2
25	0	14	18	2	4	0	2
26	0	15	12	5	4	1	2
27	2	16	6	7	7	2	2
28	5	16	14	6	7	0	2
29	2	17	18	8	7	2	2
30	2	18	12	5	3	0	2
31	2	18	21	8	4	2	2
32	5	18	9	3	3	2	2
33	0	19	1	8	4	0	2
34	1	20	20	7	3	1	2
35	2	20	2	7	4	3	2
36	5	21	11	8	3	3	2
37	2	22	19	4	5	1	2
38	3	23	21	6	3	0	2
39	2	23	13	4	2	0	2
40	0	24	1	7	4	1	2
41	2	25	15	4	2	1	2
42	1	26	1	5	7	0	2
43	2	27	12	4	2	2	2
44	3	27	11	8	6	3	2
45	0	27	14	8	4	2	2
46	5	27	13	7	2	1	2
47	1	28	19	5	3	2	2
48	0	28	14	8	7	2	2
49	2	29	7	4	7	0	2
50	3	30	4	2	5	3	2
51	2	31	21	7	4	1	2
52	4	31	21	5	5	3	2
53	1	32	1	3	2	0	2
54	5	32	13	6	5	0	2
55	0	32	1	5	3	3	2
56	2	32	15	2	6	1	2
57	2	32	9	4	2	0	2
58	1	32	4	6	6	0	2
59	2	32	14	5	7	3	2
60	2	33	14	2	5	2	2
61	0	34	20	7	3	2	2
