200	3	14
1	0.03	0.01
1	0	1	15	2	5	0	4
2	1	1	5	5	3	1	3
3	2	2	7	4	5	2	2
4	3	2	6	3	2	3	1
5	4	3	10	7	3	0	7
6	5	3	8	3	3	1	4
7	0	4	4	6	3	2	3
8	1	4	15	2	5	0	4
9	2	5	5	5	3	1	3
10	3	5	9	4	5	2	2
11	4	6	6	3	2	3	1
12	5	6	3	1	3	0	5
13	0	7	8	6	3	1	4
14	1	7	4	6	3	2	3
15	5	8	8	3	3	1	4
16	0	8	4	6	3	2	3
17	1	9	15	2	5	0	4
18	2	9	5	5	3	1	3
19	3	10	9	4	5	2	2
20	4	10	6	3	2	3	1
21	0	11	15	2	5	1	4
22	1	11	5	5	3	1	3
23	2	12	7	2	5	3	2
24	3	12	6	3	2	3	1
25	4	13	10	7	3	2	7
26	5	13	8	2	3	1	4
27	0	14	4	3	3	2	3
28	1	14	15	4	5	0	4
29	2	15	5	5	3	1	3
30	3	15	9	4	5	3	2
31	4	16	6	3	2	3	1
32	5	16	3	1	3	0	5
33	0	17	8	6	3	2	4
34	1	17	4	5	3	1	3
35	5	18	8	0.5	3	3	4
36	0	18	4	6	3	2	3
37	1	19	15	2	5	2	4
38	2	19	5	5	3	1	3
39	3	20	9	2	5	2	2
40	4	20	6	3	2	3	1
41	0	1	15	2	5	0	4
42	1	1	5	5	3	1	3
43	2	2	7	4	5	1	2
44	3	2	6	3	2	1	1
45	4	3	10	7	3	0	7
46	5	3	8	3	3	1	4
47	0	4	4	6	3	2	3
48	1	4	15	2	5	0	4
49	2	5	5	5	3	1	3
50	3	5	9	4	5	3	2
51	4	6	6	3	2	3	1
52	5	6	3	1	3	0	5
53	0	7	8	6	3	1	4
54	1	7	4	6	3	2	3
55	5	8	8	3	3	3	4
56	0	8	4	6	3	2	3
57	1	9	15	2	5	2	4
58	2	9	5	5	3	0	3
59	3	10	9	4	5	1	2
60	4	10	6	3	2	0	1

-1
